epoch,train_dist_loss,val_dist_loss,train_rmsd,val_rmsd
0,0.013717673358490452,0.0006915871217819745,0.02500976484941144,0.026189584159074495
1,0.008714781289364818,0.0013196270377525885,0.03618733162360648,0.03918683273058078
2,0.00772890493436197,0.0013923219939720934,0.038597995906289144,0.0394387200912764
3,0.007212370309532898,0.0012358436543678315,0.037672799282394275,0.03837332689717595
4,0.007006208737462034,0.001077407752510317,0.03586099756067101,0.03520689563368616
5,0.005834235141760316,0.0011189394657994383,0.03681172641899389,0.03849191110525604
6,0.005306954774061033,0.0011233324825486416,0.03794509458689935,0.03766667980735123
7,0.005061068262481726,0.0009120785373920111,0.03649898293756972,0.03532976526122639
8,0.004640032773323614,0.0014517146078297043,0.035364702133603036,0.04225264652181019
9,0.004676085653852739,0.0008921279978085442,0.03637875523551646,0.03470780218957924
10,0.004222163999392736,0.0008604331955488494,0.03527455503695761,0.03446744668344806
11,0.004299746405684652,0.0007985277884281135,0.03470122904102423,0.034273125141365095
12,0.003948616556460548,0.0007819004136839924,0.03454111562179645,0.03415331705840431
13,0.0045393809984092415,0.000754089976478561,0.03442189113177298,0.032993262996497436
14,0.003971639018445361,0.0007875360731972821,0.033877496059113874,0.03289257856595162
15,0.0037971254239807144,0.0008657715953193292,0.034181019683588464,0.03297371674685056
16,0.0038050008659075347,0.00126648836386387,0.03407738480836323,0.03922923848273317
17,0.0035294867315259714,0.0007468391052359854,0.03374370079964656,0.03369516822441156
18,0.003267735114574251,0.000714243867100762,0.033600519347719876,0.033179089683044255
19,0.0033373960452513208,0.000681228674820121,0.03347060092417151,0.03067181702889181
20,0.003101641516074629,0.0011681091864698817,0.03274575885401762,0.0371375349362084
21,0.002945024164159297,0.0008463696138684647,0.0339743340528762,0.03775783162082174
22,0.003404914029887131,0.0006623385148386631,0.03430220495424375,0.03306300302879937
23,0.0027488187285098597,0.0008819959441751458,0.03391307726474794,0.03730423719751354
24,0.0028626137465979093,0.000748430939619565,0.034076213172623084,0.03361719046772566
25,0.0026760575189642443,0.0006454508578514795,0.03396740669614524,0.032659734300299656
26,0.0026640853249518914,0.0006974617113106097,0.03288119123413556,0.03375070999037564
27,0.0025351993170988126,0.0005709838299578037,0.032822613758587256,0.031446157246763834
28,0.0025675477278673865,0.0006391638252261761,0.03286589604873859,0.03385224332088132
29,0.0039335373833937985,0.00063163639186779,0.03322634473409962,0.033106517795895865
30,0.002669642103597915,0.0007427825334762196,0.0339386708774345,0.03314603644905902
31,0.0025505596701939862,0.0006153088033426866,0.03336832602174426,0.03210964229627212
32,0.0025772190404844304,0.0006192542100551276,0.032834585371141166,0.03249413802593559
33,0.0022937688137769216,0.000593712520981539,0.0321234210964034,0.03201832945729853
34,0.002393277349048738,0.0006045418016124264,0.032792069454417996,0.03151166585590654
35,0.0022736449805267804,0.0005959987121974766,0.03218031082761651,0.032619966236267686
36,0.0021705554804384982,0.0005724517588803551,0.03205533020755124,0.030645828109442056
37,0.0021043028247506785,0.0005600676438763653,0.0320706082054371,0.03214805169870792
38,0.0021706075990821933,0.0006497861438093279,0.0326605753537936,0.03203566086100503
39,0.002377242927532076,0.0005543532315641642,0.03297143720446804,0.03170545047446307
40,0.002185207697455195,0.0005400046568874776,0.032051979653679875,0.032101267464991826
41,0.0020233426511790187,0.0004898339056358657,0.03189454973035115,0.030957601636238497
42,0.002046126562348259,0.0005513414657489369,0.031633327016019355,0.03097360517662043
43,0.001994663874078429,0.0005806690367529452,0.0315104936674623,0.03228271621556916
44,0.0020584503175033364,0.0005091925865208013,0.03174299575678425,0.0306772268581801
45,0.0019551108457605236,0.0005747948821805852,0.03128844127213109,0.03193670849382811
46,0.0020225877219028996,0.0006453330366921982,0.03177115679109314,0.03284266131174281
47,0.002120725113169326,0.0005890278710417063,0.033202046363280995,0.03217363167254439
48,0.0018914945193606054,0.00048631890972663307,0.03174448457015512,0.031670558946244015
49,0.0018261101440211066,0.0004672675617122088,0.03126857541161441,0.030619293396367125
50,0.0017913606934510096,0.00046122969498535357,0.03128155454577356,0.03004297595701683
51,0.001900593007057074,0.000474076985018358,0.032199325547054375,0.03003904003909968
52,0.0017426981582187313,0.0004728878131490442,0.031051540086550877,0.03072752393912526
53,0.001737969719122861,0.0005081914798364128,0.031175086976849,0.03099158359889916
54,0.0018302921727148564,0.00046296008705450857,0.0314054867416414,0.029664528019313574
55,0.0017845633485530168,0.000623906510381004,0.03173408057028248,0.032616809616899944
56,0.001845953177139314,0.0005398586454189422,0.031718386998526936,0.03234640630471352
57,0.00175250440360846,0.00046052971131825353,0.03117566038628605,0.031080230182280337
58,0.0017820717854251514,0.000547088049242912,0.031271907005564085,0.032889016006533815
59,0.0017868515530518024,0.00047183075953089604,0.03173738839767868,0.031307576835137345
60,0.001754858749720285,0.0004436637186950139,0.031420922044892705,0.030081300210803703
61,0.001647662939116525,0.000460229562101946,0.030856486833046343,0.030076131942894838
62,0.0016112524900834774,0.0013391015750527815,0.03071568909588746,0.04657563618437685
63,0.0017341804752999098,0.0004502014682928106,0.03241539614737499,0.0314332238647267
64,0.001660797187659897,0.00044364507830382284,0.03149632549330705,0.03019497928347454
65,0.0015967352422517223,0.0004802633582785406,0.030943969001372213,0.030921306952031397
66,0.0015481714888912217,0.0004377121316392614,0.030507773822064113,0.029960878936679116
67,0.001512045985083974,0.00046342180260648485,0.030712422175098633,0.030608722899837404
68,0.0015541491217714778,0.0004497302281120219,0.0308507080003781,0.030713478877098865
69,0.00152075061783323,0.0004477231476220836,0.03088807174758633,0.03039354820639096
70,0.001553340868799594,0.00045881353397431716,0.031006872205194703,0.03093934944537275
71,0.0015504746030048895,0.00045980440995589645,0.030948375045783953,0.030727982356986757
72,0.0015308918702013744,0.0004227385821550313,0.030443223744456585,0.029487417730876656
73,0.0015062107055204303,0.0004509748640175589,0.030817764942965988,0.031183092663304775
74,0.0014479296044144273,0.00044245424243006675,0.030620355453106037,0.03067954946632461
75,0.0014297300791008961,0.00039896148196301006,0.030790490691629535,0.029708463608441187
76,0.0014356494508116955,0.00042625339063182834,0.03078099004437826,0.030683874210897005
77,0.0014378079675793512,0.000408587003112424,0.03102163900540334,0.030063611556358914
78,0.001410422713753652,0.0004207235593333672,0.030899810651721156,0.030604913127706388
79,0.001457106991379161,0.0004801886559510754,0.03166929066664206,0.033775897264258364
80,0.001346165331082445,0.0004800871745675718,0.03099179030815964,0.03031681458451299
81,0.0013625239480889457,0.00044338714329881477,0.030907184223743608,0.03177660701958357
82,0.0013601346752553439,0.0003976691916432762,0.030785124576262115,0.02985346800224107
83,0.0013231649843014354,0.0003898596016405313,0.030454797896007278,0.0301445464406983
84,0.0013234634206934434,0.00040688046846089695,0.03083772517512868,0.03043458261893244
85,0.0014209730135518717,0.0004105643809299832,0.03126413728321025,0.030762150932475283
86,0.0013119773640539157,0.0006448699846716061,0.030592610059518986,0.03495486690753978
87,0.0014221368355413948,0.00044660008477399724,0.031310371564137324,0.03138490070275107
88,0.0013163451600534573,0.0003978609136444393,0.030899311132454154,0.030713846617380844
89,0.00126486268998681,0.00041582314744003984,0.03061742940781496,0.031105921214892952
90,0.0013094321883172098,0.00045884558331962783,0.03084633062509655,0.031938304387481214
91,0.0012610236729228865,0.0003734769844593221,0.030588447414171237,0.030295014697739014
92,0.0012733281013635168,0.00038044634254417206,0.030940338707895556,0.030932518640013243
93,0.0012987622644083526,0.0004350437723743672,0.031393356846992085,0.03104414833320137
94,0.0012619085482162996,0.0003805021724974869,0.03052933582560176,0.030809821854963892
95,0.0012346761052744203,0.00041092666465801134,0.030684469840978692,0.03117175308858623
96,0.001219148393866793,0.0004021393034033007,0.03087012106004894,0.03139881126618904
97,0.0012231742803330398,0.00046942801336067637,0.03089170036308706,0.03286755223012761
98,0.0012702885762746795,0.00036676627578904013,0.030881298874712304,0.030296727321910466
99,0.0011872531969192802,0.0004962108699449649,0.03022351342033028,0.03245322951092519
